emp_no,first_name,last_name,birth_date,from_date,to_date,title,dept_no,dept_name
56876,Steen,Matzel,10/1/1964,11/2/1987,1/1/9999,Engineer,d005,Development
56886,Sadok,Papsdorf,9/18/1964,3/22/1997,1/1/9999,Senior Staff,d007,Sales
56896,Kankanahalli,Poehlman,11/27/1964,2/5/1995,1/1/9999,Assistant Engineer,d004,Production
56897,Qingxiang,Farris,6/19/1964,6/6/1989,1/1/9999,Senior Engineer,d005,Development
56900,Seshu,Stentiford,10/15/1964,6/6/1991,1/1/9999,Engineer,d006,Quality Management
56911,Pranjal,Massonet,1/22/1964,3/24/1989,1/1/9999,Engineer,d005,Development
56913,Ranan,Murtagh,4/12/1964,8/13/1987,1/1/9999,Engineer,d004,Production
56928,Zhigen,Nyrup,2/17/1964,5/15/1988,1/1/9999,Senior Staff,d007,Sales
56932,Zhiwei,Ashish,2/2/1964,2/7/2002,1/1/9999,Engineer,d009,Customer Service
56946,Gian,Casley,12/7/1964,8/18/1992,1/1/9999,Senior Staff,d007,Sales
56960,Hatsukazu,Backhouse,5/23/1964,2/20/1990,1/1/9999,Engineer,d005,Development
56974,Taegyun,Brodal,6/28/1964,9/20/1988,1/1/9999,Senior Staff,d007,Sales
57057,Stafford,Matheson,2/2/1964,7/13/1990,1/1/9999,Assistant Engineer,d005,Development
57063,Selwyn,Thibadeau,12/27/1964,6/11/1990,1/1/9999,Senior Staff,d002,Finance
57074,Niranjan,Ventosa,2/29/1964,10/22/1998,1/1/9999,Staff,d003,Human Resources
57129,Shai,Navazio,12/31/1964,1/27/1998,1/1/9999,Senior Engineer,d005,Development
57132,Visit,Schiper,1/6/1964,7/10/1987,1/1/9999,Senior Staff,d003,Human Resources
57147,Sigeru,Rebaine,5/18/1964,6/10/2001,1/1/9999,Staff,d009,Customer Service
57216,Vidya,Clemencon,12/15/1964,9/20/1993,1/1/9999,Engineer,d004,Production
57254,Aleksander,Ghemri,4/8/1964,10/12/1997,1/1/9999,Staff,d007,Sales
57274,Kazuhiko,Georgatos,12/12/1964,9/7/1997,1/1/9999,Staff,d001,Marketing
57290,Giao,Poupard,10/25/1964,11/11/1999,1/1/9999,Staff,d007,Sales
57321,Girolamo,Eterovic,4/24/1964,8/6/1990,1/1/9999,Senior Staff,d002,Finance
57343,Adil,Heuser,11/19/1964,10/27/1991,1/1/9999,Assistant Engineer,d005,Development
57354,Billie,Ciolek,3/31/1964,2/27/1988,1/1/9999,Engineer,d005,Development
57356,Petter,Nishimukai,7/23/1964,5/30/1988,1/1/9999,Senior Staff,d007,Sales
57387,Ottavia,Ballarin,2/3/1964,7/12/1994,1/1/9999,Engineer,d005,Development
57401,Xiaocheng,Fiutem,9/22/1964,11/12/1997,1/1/9999,Staff,d009,Customer Service
57411,Pantung,Harnett,5/1/1964,12/31/1987,1/1/9999,Senior Staff,d007,Sales
57424,Jaques,Magliocco,7/31/1964,3/7/1997,1/1/9999,Senior Staff,d001,Marketing
57430,Along,Borstler,7/12/1964,1/8/2000,1/1/9999,Staff,d002,Finance
57434,Jaques,Hennings,7/11/1964,12/3/2001,1/1/9999,Engineer,d006,Quality Management
57469,Boguslaw,Kragelund,6/10/1964,10/14/1998,1/1/9999,Engineer,d006,Quality Management
57507,Berhard,Kroft,4/9/1964,12/1/1987,1/1/9999,Senior Staff,d008,Research
57509,Mabo,Stanfel,5/23/1964,8/2/1987,1/1/9999,Engineer,d005,Development
57534,Dmitri,Esteva,1/31/1964,9/3/1994,1/1/9999,Senior Staff,d001,Marketing
57538,Christophe,Kakkad,2/14/1964,1/25/1986,1/1/9999,Technique Leader,d004,Production
57555,Gino,Trumbly,7/21/1964,11/15/1999,1/1/9999,Staff,d002,Finance
57570,Goncalo,Pleszkun,1/6/1964,9/9/1999,1/1/9999,Senior Staff,d001,Marketing
57576,Rosalyn,Olivero,6/7/1964,1/10/1991,1/1/9999,Senior Staff,d009,Customer Service
57605,Kwangyoen,Felder,12/28/1964,9/30/1999,1/1/9999,Engineer,d006,Quality Management
57624,Demos,Belinskaya,7/14/1964,9/2/1987,1/1/9999,Senior Staff,d002,Finance
57642,Saddek,Felcyn,1/10/1964,4/10/1997,1/1/9999,Engineer,d005,Development
57654,Gurbir,Liedekerke,6/17/1964,7/15/1998,1/1/9999,Senior Staff,d001,Marketing
57703,Bedrich,Vecchio,12/16/1964,9/4/1988,1/1/9999,Engineer,d004,Production
57717,Yonghong,Ernst,4/12/1964,8/17/1985,1/1/9999,Senior Staff,d007,Sales
57729,Zdislav,Juneja,6/23/1964,6/26/1998,1/1/9999,Engineer,d005,Development
57742,Huican,Karlin,11/12/1964,5/23/2000,1/1/9999,Senior Staff,d005,Development
57745,Nadjib,Boguraev,9/16/1964,4/23/1997,1/1/9999,Senior Engineer,d006,Quality Management
57746,Doowon,Masada,12/5/1964,11/11/1997,1/1/9999,Senior Engineer,d006,Quality Management
57760,Reinhard,VanScheik,5/31/1964,4/28/1985,1/1/9999,Senior Staff,d008,Research
57772,Tomoyuki,Stamatiou,8/11/1964,10/19/2001,1/1/9999,Staff,d001,Marketing
57774,Aksel,Bain,1/15/1964,6/27/1995,1/1/9999,Senior Staff,d003,Human Resources
57805,Chenye,Chimia,1/15/1964,5/22/1991,1/1/9999,Technique Leader,d004,Production
57810,Greger,Kakkad,2/6/1964,2/19/2001,1/1/9999,Staff,d007,Sales
57811,Indrajit,Merel,5/22/1964,2/17/1996,1/1/9999,Staff,d001,Marketing
57814,Jovan,Luke,10/11/1964,5/1/1996,1/1/9999,Senior Staff,d003,Human Resources
57818,Shao,Vendrig,3/13/1964,12/11/1999,1/1/9999,Staff,d008,Research
57830,Kristin,Pietrzykowski,9/25/1964,1/31/1989,1/1/9999,Technique Leader,d004,Production
57831,Kwangjo,Zaumen,10/20/1964,8/26/1985,1/1/9999,Engineer,d004,Production
57871,Pramod,Hmelo,8/14/1964,8/28/1995,1/1/9999,Staff,d007,Sales
57881,Giap,Demeyer,2/20/1964,3/18/1987,1/1/9999,Senior Staff,d007,Sales
57900,Constantino,Murillo,8/4/1964,7/29/1988,1/1/9999,Senior Staff,d001,Marketing
57905,Khaled,Molenaar,2/3/1964,12/26/1994,1/1/9999,Engineer,d006,Quality Management
57914,Frazer,Hempstead,2/9/1964,5/12/1992,1/1/9999,Senior Staff,d007,Sales
57920,Ymte,Showalter,6/22/1964,6/15/1987,1/1/9999,Engineer,d005,Development
57927,Aral,Roison,1/19/1964,8/9/1990,1/1/9999,Technique Leader,d004,Production
57962,Phillip,Papadias,8/1/1964,9/2/1988,1/1/9999,Engineer,d005,Development
57966,Arfst,Boguraev,3/9/1964,7/15/1993,1/1/9999,Engineer,d004,Production
57974,Yakichi,Hettesheimer,6/3/1964,2/24/1986,1/1/9999,Engineer,d004,Production
58001,Percy,Trachtenberg,1/3/1964,8/11/1993,1/1/9999,Assistant Engineer,d005,Development
58042,Xuedong,Bale,7/21/1964,1/6/1998,1/1/9999,Engineer,d005,Development
58079,Guoxiang,Gini,5/16/1964,4/3/1991,1/1/9999,Senior Staff,d003,Human Resources
58093,Taegyun,Ravishankar,8/26/1964,9/8/1991,1/1/9999,Assistant Engineer,d005,Development
58097,Arlette,Marletta,9/7/1964,2/7/1997,1/1/9999,Senior Engineer,d005,Development
58110,Jaana,Krzyzanowski,12/9/1964,12/17/1995,1/1/9999,Staff,d003,Human Resources
58144,Moon,Bazzichi,3/3/1964,7/16/1985,1/1/9999,Assistant Engineer,d004,Production
58163,Paraskevi,Krogh,10/13/1964,5/27/1996,1/1/9999,Engineer,d005,Development
58172,Jingling,Ghelli,1/7/1964,2/12/1992,1/1/9999,Senior Staff,d007,Sales
58188,Sadegh,Brendel,5/21/1964,1/19/2000,1/1/9999,Staff,d009,Customer Service
58193,Kerhong,Narlikar,1/28/1964,12/22/1986,1/1/9999,Engineer,d005,Development
58198,Przemyslawa,Oppitz,2/16/1964,2/7/1998,1/1/9999,Senior Staff,d001,Marketing
58212,Yurii,Himler,2/21/1964,8/22/1986,1/1/9999,Engineer,d005,Development
58244,Mohd,Androutsos,10/6/1964,12/17/1986,1/1/9999,Senior Staff,d002,Finance
58248,Menkae,Krzyzanowski,6/8/1964,2/11/1985,1/1/9999,Engineer,d004,Production
58268,Manu,Shokrollahi,8/2/1964,10/5/1991,1/1/9999,Engineer,d005,Development
58289,Stella,Itzfeldt,4/11/1964,10/5/1993,1/1/9999,Senior Staff,d007,Sales
58290,Lucien,Picco,2/16/1964,9/9/1992,1/1/9999,Engineer,d005,Development
58294,Jordanka,Rajala,8/20/1964,9/28/1986,1/1/9999,Senior Staff,d007,Sales
58295,Stabislas,Pena,6/20/1964,5/16/1994,1/1/9999,Senior Staff,d009,Customer Service
58313,Ronghao,Engelmann,3/27/1964,1/22/2000,1/1/9999,Engineer,d005,Development
58315,Jiafu,Leonhardt,9/3/1964,2/20/1997,1/1/9999,Senior Engineer,d005,Development
58322,Arie,Coombs,11/21/1964,1/29/1993,1/1/9999,Senior Engineer,d004,Production
58365,Sashi,Lorho,12/16/1964,5/9/1987,1/1/9999,Senior Staff,d001,Marketing
58367,Mark,Goldhammer,9/15/1964,9/29/1993,1/1/9999,Senior Engineer,d006,Quality Management
58373,Jouni,Chvatal,5/23/1964,3/21/1987,1/1/9999,Engineer,d006,Quality Management
58386,Brendon,Weedman,9/25/1964,2/14/1986,1/1/9999,Assistant Engineer,d005,Development
58402,Stabislas,Monarch,8/10/1964,5/5/1992,1/1/9999,Assistant Engineer,d005,Development
58441,Shmuel,Anger,11/29/1964,1/8/1989,1/1/9999,Senior Staff,d007,Sales
58450,Stepehn,Taubenfeld,11/9/1964,10/18/2001,1/1/9999,Staff,d009,Customer Service
58494,Uwe,Kambil,5/31/1964,12/30/1990,1/1/9999,Senior Engineer,d004,Production
58504,Ortrud,Pileggi,11/23/1964,12/4/1988,1/1/9999,Engineer,d006,Quality Management
58506,Takahiro,Murthy,6/29/1964,10/21/1992,1/1/9999,Engineer,d005,Development
58512,Odysseas,Msuda,8/10/1964,9/8/1997,1/1/9999,Staff,d007,Sales
58540,Sadun,Shihab,9/14/1964,5/23/1992,1/1/9999,Engineer,d005,Development
58561,Kazuhiko,Michaeli,12/24/1964,9/19/1993,1/1/9999,Senior Staff,d007,Sales
58568,Mansur,Kowalchuk,12/29/1964,10/15/1986,1/1/9999,Engineer,d004,Production
58581,Francesca,Mitina,4/11/1964,10/6/1991,1/1/9999,Senior Staff,d001,Marketing
58596,Basil,Bouloucos,5/3/1964,1/23/1989,1/1/9999,Assistant Engineer,d006,Quality Management
58617,Miquel,Perz,2/21/1964,4/3/1989,1/1/9999,Assistant Engineer,d006,Quality Management
58629,Aruna,Schonegge,6/28/1964,2/27/1999,1/1/9999,Staff,d002,Finance
58633,Ashish,Stifter,8/10/1964,9/21/1991,1/1/9999,Engineer,d005,Development
58660,Taiji,Loncour,2/3/1964,4/25/1986,1/1/9999,Senior Staff,d008,Research
58662,Yahiko,Erdi,2/7/1964,4/8/1986,1/1/9999,Senior Engineer,d004,Production
58681,Makato,Azumi,9/11/1964,9/9/1988,1/1/9999,Engineer,d004,Production
58683,Gilbert,Krogh,4/18/1964,10/12/1986,1/1/9999,Engineer,d004,Production
58698,Janche,Wursthorn,7/31/1964,7/22/1991,1/1/9999,Senior Engineer,d004,Production
58720,Alagu,Leivant,8/7/1964,1/23/1999,1/1/9999,Engineer,d005,Development
58726,Boaz,Litzkow,11/3/1964,8/28/1985,1/1/9999,Senior Staff,d003,Human Resources
58733,Conor,Spataro,6/26/1964,11/13/1994,1/1/9999,Senior Staff,d007,Sales
58783,Udi,Morton,1/9/1964,11/21/1987,1/1/9999,Senior Engineer,d005,Development
58803,Gil,Pleszkun,12/24/1964,3/15/1998,1/1/9999,Senior Engineer,d004,Production
58816,Vasilii,Lambe,2/20/1964,1/4/1987,1/1/9999,Technique Leader,d004,Production
58861,Jianhui,Goodrum,12/20/1964,6/27/1994,1/1/9999,Staff,d001,Marketing
58868,Zhilian,Warwick,7/15/1964,8/16/1998,1/1/9999,Engineer,d006,Quality Management
58893,Khedija,Yamaashi,6/29/1964,12/29/1998,1/1/9999,Assistant Engineer,d005,Development
58906,Xumin,Passafiume,12/11/1964,12/29/1994,1/1/9999,Senior Staff,d007,Sales
58910,Ramzi,Savasere,7/5/1964,3/17/1998,1/1/9999,Assistant Engineer,d004,Production
58918,Tremaine,Gecsei,12/4/1964,5/24/1986,1/1/9999,Senior Staff,d007,Sales
58936,Nikolaos,Cannata,10/6/1964,12/10/1995,1/1/9999,Senior Staff,d002,Finance
58940,Uri,Xiaoshan,5/2/1964,7/9/1991,1/1/9999,Engineer,d005,Development
58954,Arve,Boreale,5/25/1964,2/14/1990,1/1/9999,Engineer,d005,Development
58958,Kristin,Thebaut,3/25/1964,8/30/1993,1/1/9999,Engineer,d004,Production
58982,Xiaoqiu,Petersohn,2/26/1964,4/3/1999,1/1/9999,Technique Leader,d004,Production
58997,Uriel,Taubenfeld,8/15/1964,12/25/1990,1/1/9999,Senior Staff,d007,Sales
59041,Bingning,Veevers,6/7/1964,10/20/1993,1/1/9999,Senior Staff,d007,Sales
59045,Freyja,Gien,3/31/1964,5/26/1985,1/1/9999,Technique Leader,d004,Production
59077,Yuping,Strooper,4/18/1964,12/16/1988,1/1/9999,Senior Staff,d008,Research
59103,Pranas,Zaiane,7/29/1964,7/11/1999,1/1/9999,Staff,d001,Marketing
59117,Akhilish,Kobuchi,3/11/1964,2/18/1986,1/1/9999,Senior Staff,d007,Sales
59133,Lokesh,Pietracaprina,11/2/1964,3/21/1985,1/1/9999,Engineer,d004,Production
59149,Hidefumi,Ishibashi,5/14/1964,2/23/1990,1/1/9999,Senior Staff,d001,Marketing
59160,Arun,Salvesen,1/31/1964,8/12/1996,1/1/9999,Staff,d002,Finance
59173,Pranas,Maccarone,3/14/1964,6/20/1999,1/1/9999,Staff,d008,Research
59191,Goh,Goodrum,11/30/1964,5/11/1999,1/1/9999,Senior Engineer,d006,Quality Management
59196,Atreye,Nishimukai,3/12/1964,5/18/1995,1/1/9999,Senior Engineer,d005,Development
59214,Hitomi,Eiter,1/16/1964,12/3/1990,1/1/9999,Senior Staff,d007,Sales
59243,Kazuhira,Curless,6/13/1964,9/10/1988,1/1/9999,Engineer,d005,Development
59282,Teiji,Garnick,12/22/1964,3/28/1987,1/1/9999,Senior Staff,d007,Sales
59353,Pradeep,Kossowski,6/6/1964,6/22/1991,1/1/9999,Senior Staff,d007,Sales
59357,Mark,Barriga,7/6/1964,12/5/1986,1/1/9999,Senior Engineer,d004,Production
59359,Serif,Pollock,12/27/1964,8/31/1989,1/1/9999,Senior Staff,d001,Marketing
59361,Shawna,Perez,4/29/1964,2/24/1998,1/1/9999,Staff,d007,Sales
59367,Bernd,Murtagh,7/8/1964,11/28/1994,1/1/9999,Staff,d008,Research
59385,Wanqing,Rande,7/18/1964,6/20/1985,1/1/9999,Assistant Engineer,d005,Development
59428,Tse,Hofting,5/13/1964,12/12/1985,1/1/9999,Engineer,d004,Production
59436,Xiahua,Flasterstein,11/19/1964,11/4/1998,1/1/9999,Staff,d007,Sales
59437,Zeljko,Kobuchi,11/2/1964,11/8/1987,1/1/9999,Engineer,d004,Production
59442,Filipe,Bednarek,9/26/1964,4/30/1988,1/1/9999,Senior Staff,d007,Sales
59443,Vitaly,Cardazo,9/28/1964,4/12/1986,1/1/9999,Engineer,d004,Production
59445,Khedija,Iacovou,1/17/1964,12/14/1985,1/1/9999,Senior Staff,d007,Sales
59447,Falguni,Sudkamp,6/22/1964,3/14/1993,1/1/9999,Assistant Engineer,d004,Production
59449,Premsyl,Morrow,2/5/1964,1/25/1987,1/1/9999,Senior Engineer,d005,Development
59457,Gopalakrishnan,Raoux,5/28/1964,1/23/1996,1/1/9999,Staff,d007,Sales
59477,Kwangyoen,Raczkowsky,7/16/1964,5/20/1995,1/1/9999,Senior Staff,d007,Sales
59511,Tadanori,Jayawardene,11/23/1964,5/14/1993,1/1/9999,Senior Engineer,d004,Production
59533,Peternela,Uchoa,10/3/1964,10/8/1992,1/1/9999,Senior Staff,d001,Marketing
59542,Takahito,Pehl,9/2/1964,11/21/1997,1/1/9999,Engineer,d005,Development
59554,Gen,Gurbaxani,7/24/1964,12/13/1997,1/1/9999,Senior Staff,d004,Production
59573,Angus,Lorie,1/12/1964,12/13/1998,1/1/9999,Senior Staff,d004,Production
59587,Przemyslawa,Peak,5/20/1964,6/8/1985,1/1/9999,Senior Staff,d007,Sales
59624,Pranas,Kieras,9/23/1964,1/18/1993,1/1/9999,Senior Staff,d003,Human Resources
59632,Hausi,Manders,1/10/1964,8/4/1986,1/1/9999,Senior Staff,d007,Sales
59652,Ebbe,Guardalben,10/19/1964,3/21/1993,1/1/9999,Senior Staff,d001,Marketing
59655,Richard,Kakkar,1/16/1964,12/22/1993,1/1/9999,Senior Staff,d007,Sales
59660,Jaana,Mateescu,6/18/1964,9/10/1993,1/1/9999,Engineer,d004,Production
59668,Shim,Murrill,2/24/1964,9/22/1985,1/1/9999,Engineer,d005,Development
59712,Xuejia,Duclos,4/12/1964,2/20/1994,1/1/9999,Engineer,d004,Production
59713,Howell,Nyrup,5/2/1964,7/8/1996,1/1/9999,Engineer,d005,Development
59714,Francesca,Ressouche,4/22/1964,1/12/1998,1/1/9999,Senior Engineer,d005,Development
59753,Dung,Whitcomb,3/31/1964,12/26/1996,1/1/9999,Engineer,d005,Development
59755,Taiji,Ibel,10/5/1964,2/12/1999,1/1/9999,Staff,d007,Sales
59780,Kish,Verhaegen,2/22/1964,11/26/1987,1/1/9999,Engineer,d005,Development
59786,Gennadi,Swan,12/4/1964,11/25/2001,1/1/9999,Engineer,d005,Development
59791,Mani,Brickell,10/23/1964,3/29/1994,1/1/9999,Senior Engineer,d004,Production
59795,Nadjib,Muhlberg,7/5/1964,12/11/1996,1/1/9999,Assistant Engineer,d005,Development
59806,Avishai,Koyama,2/20/1964,1/3/1995,1/1/9999,Senior Staff,d002,Finance
59810,Amalendu,Anido,3/9/1964,11/9/1997,1/1/9999,Engineer,d004,Production
59827,Heping,Melton,2/7/1964,3/15/1997,1/1/9999,Engineer,d004,Production
59863,Dannz,Montresor,12/22/1964,6/17/1996,1/1/9999,Engineer,d004,Production
59874,Khue,Lovengreen,7/14/1964,5/2/1992,1/1/9999,Senior Staff,d007,Sales
59875,Arup,Pargas,10/27/1964,5/28/1991,1/1/9999,Senior Staff,d007,Sales
59951,Otmar,Frolund,2/7/1964,2/7/1987,1/1/9999,Senior Staff,d009,Customer Service
59962,Zorica,Kusakari,2/9/1964,5/9/1998,1/1/9999,Engineer,d005,Development
59963,Odinaldo,Zuberek,8/1/1964,9/24/2000,1/1/9999,Staff,d001,Marketing
59969,Xuejia,Mattern,9/13/1964,1/28/1988,1/1/9999,Senior Staff,d009,Customer Service
59979,Vatsa,Asrin,10/30/1964,7/3/1988,1/1/9999,Engineer,d005,Development
59985,Teunis,Gyorkos,7/3/1964,2/22/1995,1/1/9999,Senior Staff,d003,Human Resources
60014,Odinaldo,Ibel,3/14/1964,1/20/1993,1/1/9999,Assistant Engineer,d004,Production
60019,Pantung,Ranum,4/11/1964,5/16/1996,1/1/9999,Assistant Engineer,d004,Production
60030,Genki,Iisaka,8/2/1964,9/15/1997,1/1/9999,Staff,d009,Customer Service
60031,Avishai,Birrer,11/4/1964,7/9/1990,1/1/9999,Engineer,d005,Development
60078,Barry,Sullins,11/24/1964,8/7/1993,1/1/9999,Engineer,d004,Production
60105,Gio,Barbanera,8/11/1964,5/19/1999,1/1/9999,Assistant Engineer,d005,Development
60127,Tetsurou,Gecseg,6/27/1964,9/21/1994,1/1/9999,Senior Engineer,d005,Development
60138,Baruch,Moehrke,11/9/1964,1/4/1990,1/1/9999,Engineer,d004,Production
60142,Vincent,Roohalamini,9/3/1964,12/9/1999,1/1/9999,Senior Staff,d009,Customer Service
60145,Shigeu,Reutenauer,6/7/1964,7/28/1989,1/1/9999,Technique Leader,d005,Development
60149,Augustine,Pillow,3/3/1964,8/14/1994,1/1/9999,Staff,d008,Research
60159,Yunming,Bergere,12/11/1964,11/5/1987,1/1/9999,Senior Staff,d009,Customer Service
60167,Phuoc,Hettesheimer,2/26/1964,12/9/1995,1/1/9999,Engineer,d005,Development
60176,Heon,Panwar,9/24/1964,3/6/1988,1/1/9999,Senior Engineer,d004,Production
60177,Pranas,Cunliffe,7/31/1964,12/18/1998,1/1/9999,Senior Engineer,d005,Development
60188,Padma,Erva,11/16/1964,10/6/1985,1/1/9999,Engineer,d004,Production
60218,Shaowei,Cangellaris,10/12/1964,10/10/1998,1/1/9999,Senior Staff,d008,Research
60220,Mahmut,Milicic,7/24/1964,3/1/1994,1/1/9999,Assistant Engineer,d005,Development
60234,Goncalo,Bultermann,8/9/1964,1/31/1988,1/1/9999,Assistant Engineer,d005,Development
60249,Greger,Wendorf,8/2/1964,1/12/1994,1/1/9999,Senior Staff,d001,Marketing
60295,Dulce,Vanwelkenhuysen,7/12/1964,6/6/1989,1/1/9999,Senior Staff,d001,Marketing
60311,Houman,Ramsak,5/8/1964,8/11/1992,1/1/9999,Senior Staff,d008,Research
60334,Chikara,Crooks,9/12/1964,3/25/1996,1/1/9999,Senior Staff,d009,Customer Service
60344,Siamak,Zockler,1/30/1964,11/29/1990,1/1/9999,Technique Leader,d004,Production
60348,Chrisa,Narahari,7/18/1964,7/11/1989,1/1/9999,Senior Staff,d002,Finance
60387,Genta,Seuren,11/3/1964,12/12/1992,1/1/9999,Senior Staff,d007,Sales
60401,Laurentiu,Randt,1/10/1964,2/19/1985,1/1/9999,Engineer,d005,Development
60406,Younwoo,Rosin,11/2/1964,6/15/1989,1/1/9999,Engineer,d004,Production
60415,Erzsebet,Baez,10/7/1964,2/15/1992,1/1/9999,Engineer,d004,Production
60433,Sachem,Zyda,4/12/1964,6/8/1997,1/1/9999,Staff,d009,Customer Service
60448,Piyush,Irland,2/29/1964,5/20/1987,1/1/9999,Senior Staff,d007,Sales
60484,Guoxiang,Barinka,11/17/1964,8/25/1999,1/1/9999,Engineer,d005,Development
60506,Arve,Demian,10/24/1964,3/26/1996,1/1/9999,Senior Engineer,d005,Development
60509,Mariangiola,Falco,7/4/1964,8/1/1998,1/1/9999,Senior Staff,d001,Marketing
60555,Kayoko,Aloisi,12/19/1964,2/8/1986,1/1/9999,Senior Engineer,d005,Development
60556,Nechama,Remmers,1/5/1964,2/19/1999,1/1/9999,Staff,d007,Sales
60571,Huei,Pauthner,3/13/1964,12/17/1991,1/1/9999,Engineer,d005,Development
60603,Shahid,Badache,5/12/1964,12/20/1989,1/1/9999,Senior Staff,d009,Customer Service
60615,Guozhong,Pollacia,4/24/1964,2/25/1993,1/1/9999,Senior Staff,d007,Sales
60635,Khue,Callaway,10/8/1964,12/28/1990,1/1/9999,Senior Staff,d007,Sales
60640,Ennio,Ohori,6/1/1964,5/5/1999,1/1/9999,Senior Engineer,d005,Development
60657,Susanne,Ghelli,9/26/1964,10/26/1990,1/1/9999,Technique Leader,d005,Development
60662,Hiroyasu,Gustavson,9/1/1964,6/10/1991,1/1/9999,Engineer,d004,Production
60667,Niclas,Dayana,4/18/1964,12/31/2001,1/1/9999,Senior Engineer,d004,Production
60668,Tristan,Shihab,8/28/1964,6/19/1997,1/1/9999,Staff,d009,Customer Service
60703,Murthy,Strandh,1/25/1964,7/2/1995,1/1/9999,Senior Staff,d007,Sales
60721,Macha,Olano,10/2/1964,11/24/1998,1/1/9999,Staff,d007,Sales
60725,Ioana,Gils,5/11/1964,2/18/1992,1/1/9999,Engineer,d004,Production
60760,Vasilii,Riesenhuber,1/29/1964,3/3/1995,1/1/9999,Engineer,d005,Development
60777,Taiji,Keirsey,4/25/1964,2/20/1998,1/1/9999,Engineer,d004,Production
60796,Uta,Gornas,7/17/1964,11/25/1990,1/1/9999,Engineer,d004,Production
60813,Shaowen,Garnham,7/4/1964,10/29/1988,1/1/9999,Senior Staff,d007,Sales
60816,Zdislav,VanScheik,4/11/1964,12/16/1990,1/1/9999,Engineer,d005,Development
60862,Wojceich,Chvatal,1/21/1964,6/12/1991,1/1/9999,Engineer,d006,Quality Management
60876,Sanjiv,Itzigehl,5/19/1964,2/2/1990,1/1/9999,Engineer,d005,Development
60895,Sanjit,Remmele,7/15/1964,12/25/1998,1/1/9999,Engineer,d005,Development
60917,Franziska,Narlikar,4/10/1964,8/29/1997,1/1/9999,Senior Engineer,d005,Development
60924,Mohamadou,Oxenboll,3/19/1964,7/22/1999,1/1/9999,Senior Staff,d001,Marketing
60925,Maja,Georgakopoulos,6/28/1964,8/27/1987,1/1/9999,Technique Leader,d004,Production
60927,Mack,Chvatal,11/3/1964,4/18/1998,1/1/9999,Senior Staff,d007,Sales
60931,Frederique,Pintelas,4/9/1964,8/31/1989,1/1/9999,Engineer,d005,Development
60943,Valdiodio,Luck,4/4/1964,1/7/1999,1/1/9999,Senior Staff,d001,Marketing
60974,Oldrich,Rassart,11/14/1964,10/20/1999,1/1/9999,Engineer,d005,Development
60975,Bingning,Yetto,10/7/1964,11/13/1985,1/1/9999,Senior Staff,d001,Marketing
60978,Taizo,Paciorek,8/6/1964,3/4/1987,1/1/9999,Senior Staff,d001,Marketing
60983,Menkae,England,3/12/1964,7/1/1993,1/1/9999,Technique Leader,d005,Development
60994,Tristan,Uludag,2/22/1964,4/12/1987,1/1/9999,Assistant Engineer,d005,Development
61004,Mountaz,Alameldin,12/29/1964,7/5/1990,1/1/9999,Assistant Engineer,d005,Development
61011,Kellyn,Miyakawa,9/28/1964,6/7/1996,1/1/9999,Senior Engineer,d004,Production
61031,Kayoko,Bakhtari,11/21/1964,4/22/1996,1/1/9999,Senior Staff,d002,Finance
61050,Dmitry,McAffer,5/23/1964,4/27/1991,1/1/9999,Senior Staff,d007,Sales
61058,Xinglin,Lakshmanan,12/5/1964,6/8/1988,1/1/9999,Senior Staff,d009,Customer Service
61075,Basem,Kambil,6/20/1964,4/18/1998,1/1/9999,Staff,d009,Customer Service
61084,Siddarth,Ramamoorthy,11/11/1964,7/29/1994,1/1/9999,Staff,d008,Research
61105,Shih,Birsak,4/9/1964,9/21/1992,1/1/9999,Engineer,d005,Development
61133,Sachar,Schaad,3/22/1964,2/28/1994,1/1/9999,Engineer,d004,Production
61145,Naftali,Senzako,1/8/1964,12/29/1996,1/1/9999,Senior Staff,d007,Sales
61164,Magdalena,Chaudhuri,6/18/1964,4/30/1997,1/1/9999,Engineer,d005,Development
61201,Jiang,Chepyzhov,8/20/1964,10/9/1989,1/1/9999,Senior Staff,d001,Marketing
61212,Berni,Stassinopoulos,9/19/1964,6/25/1989,1/1/9999,Senior Staff,d007,Sales
61225,Pranay,Hofmeyr,11/20/1964,6/5/1996,1/1/9999,Engineer,d004,Production
61227,Muneo,Foote,10/17/1964,12/31/1987,1/1/9999,Senior Staff,d007,Sales
61237,Shmuel,Cronin,8/14/1964,3/13/1990,1/1/9999,Senior Staff,d008,Research
61247,Alexius,Cmelik,12/14/1964,1/20/1997,1/1/9999,Senior Staff,d003,Human Resources
61262,Zeljko,Merkl,5/10/1964,6/30/1998,1/1/9999,Assistant Engineer,d005,Development
61279,Domenick,Ritcey,12/21/1964,9/17/1986,1/1/9999,Senior Staff,d007,Sales
61311,Gal,Riefers,3/25/1964,8/12/1994,1/1/9999,Engineer,d004,Production
61325,Sachar,Ballarin,2/8/1964,12/1/1987,1/1/9999,Senior Staff,d002,Finance
